0.000569044360238201,0
2.14045537944389e-05,1e-12
2.13719362072854e-05,1.41253754462276e-11
2.20995214060277e-05,1.99526231496888e-10
2.29288299194752e-05,2.81838293126445e-09
2.37225931792138e-05,3.98107170553497e-08
2.46618881186006e-05,5.62341325190349e-07
2.53261091610613e-05,7.94328234724282e-06
2.68894689388232e-05,0.000112201845430197
2.60190105442715e-05,0.00158489319246111
3.19761341876961e-05,0.0223872113856834
2.18130069128193e-05,0.316227766016838
4.11342654325211e-05,4.46683592150963
2.64576225182786e-05,63.0957344480194
2.99124742046511e-05,891.250938133744
7.49594902330691e-05,12589.2541179417
7.68256908367411e-05,177827.941003892
0.000255939347839993,2511886.43150957
0.000357513111304245,35481338.9233576
0.000652570872136953,501187233.627271
0.00102901222039341,7079457843.8414
0.00123339549083979,100000000000
